4.983000000000000000e+04,4.982900000000000000e+04,1.088000000000000000e+04,4.083000000000000000e+04,4.027100000000000000e+04,9.997800000000000000e+04,5.298200000000000000e+04,3.819400000000000000e+04,1.680300000000000000e+04,6.482900000000000000e+04
9.858700000000000000e+04,2.951000000000000000e+04,5.171700000000000000e+04,4.727900000000000000e+04,2.950800000000000000e+04,9.859000000000000000e+04,3.787000000000000000e+03,2.756000000000000000e+04,5.586000000000000000e+04,7.982400000000000000e+04
3.429400000000000000e+04,6.184500000000000000e+04,6.183700000000000000e+04,6.183600000000000000e+04,3.967000000000000000e+04,9.121700000000000000e+04,3.429200000000000000e+04,2.788300000000000000e+04,5.787000000000000000e+03,3.429800000000000000e+04
3.798000000000000000e+03,3.807000000000000000e+03,3.800000000000000000e+03,3.805000000000000000e+03,3.804000000000000000e+03,3.806000000000000000e+03,3.803000000000000000e+03,2.028200000000000000e+04,2.028300000000000000e+04,2.028500000000000000e+04
5.517400000000000000e+04,2.982300000000000000e+04,2.981400000000000000e+04,2.981500000000000000e+04,3.125600000000000000e+04,2.282200000000000000e+04,5.516700000000000000e+04,2.981800000000000000e+04,8.485000000000000000e+03,5.573900000000000000e+04
3.524000000000000000e+03,3.526000000000000000e+03,3.529000000000000000e+03,8.140400000000000000e+04,5.958000000000000000e+03,3.523000000000000000e+03,3.269800000000000000e+04,3.531000000000000000e+03,7.478800000000000000e+04,6.561000000000000000e+04
2.278300000000000000e+04,9.954000000000000000e+04,6.528100000000000000e+04,6.528700000000000000e+04,6.528600000000000000e+04,6.528300000000000000e+04,6.528200000000000000e+04,6.528400000000000000e+04,1.368400000000000000e+04,8.317100000000000000e+04
5.109000000000000000e+03,8.570500000000000000e+04,8.570000000000000000e+04,2.021000000000000000e+03,7.678700000000000000e+04,2.020000000000000000e+03,3.418400000000000000e+04,8.839100000000000000e+04,6.555600000000000000e+04,4.024800000000000000e+04
3.737800000000000000e+04,5.692900000000000000e+04,6.432200000000000000e+04,6.432000000000000000e+04,4.779400000000000000e+04,2.516700000000000000e+04,6.063100000000000000e+04,6.696100000000000000e+04,6.063700000000000000e+04,4.850000000000000000e+03
4.091600000000000000e+04,4.091900000000000000e+04,4.091800000000000000e+04,7.063700000000000000e+04,8.113000000000000000e+03,5.926100000000000000e+04,5.925700000000000000e+04,5.925600000000000000e+04,5.925800000000000000e+04,5.926200000000000000e+04
3.990000000000000000e+03,8.952000000000000000e+04,8.952400000000000000e+04,4.503200000000000000e+04,1.644000000000000000e+03,7.724400000000000000e+04,5.492800000000000000e+04,7.724900000000000000e+04,3.450900000000000000e+04,6.185700000000000000e+04
2.872600000000000000e+04,2.872400000000000000e+04,2.873100000000000000e+04,7.089200000000000000e+04,7.089600000000000000e+04,2.872200000000000000e+04,2.880000000000000000e+03,2.872900000000000000e+04,7.089700000000000000e+04,7.089900000000000000e+04
6.452800000000000000e+04,6.452600000000000000e+04,6.452700000000000000e+04,6.452300000000000000e+04,6.452500000000000000e+04,6.453100000000000000e+04,8.117000000000000000e+03,8.115000000000000000e+03,8.122000000000000000e+03,6.453000000000000000e+04
3.467400000000000000e+04,1.560000000000000000e+04,8.161000000000000000e+04,1.626300000000000000e+04,1.626600000000000000e+04,6.841000000000000000e+03,3.467000000000000000e+04,6.849000000000000000e+03,8.161100000000000000e+04,8.161300000000000000e+04
5.718800000000000000e+04,9.741300000000000000e+04,8.369500000000000000e+04,6.698800000000000000e+04,4.293000000000000000e+04,4.573700000000000000e+04,6.698900000000000000e+04,9.499900000000000000e+04,8.117000000000000000e+03,4.152500000000000000e+04
2.368500000000000000e+04,2.368600000000000000e+04,2.023500000000000000e+04,2.368400000000000000e+04,1.872800000000000000e+04,4.413000000000000000e+03,2.022800000000000000e+04,2.369200000000000000e+04,4.408000000000000000e+03,2.368300000000000000e+04
2.043000000000000000e+04,2.043500000000000000e+04,2.447900000000000000e+04,2.448200000000000000e+04,5.488600000000000000e+04,5.489000000000000000e+04,2.043600000000000000e+04,5.489400000000000000e+04,8.052600000000000000e+04,2.902700000000000000e+04
5.865700000000000000e+04,7.332500000000000000e+04,9.537800000000000000e+04,9.538100000000000000e+04,4.496600000000000000e+04,4.245000000000000000e+03,5.492600000000000000e+04,1.554100000000000000e+04,4.565000000000000000e+04,4.854700000000000000e+04
1.714800000000000000e+04,9.137600000000000000e+04,4.970800000000000000e+04,5.242000000000000000e+03,1.955400000000000000e+04,4.498300000000000000e+04,4.590200000000000000e+04,4.836900000000000000e+04,4.837300000000000000e+04,9.042300000000000000e+04
1.553800000000000000e+04,8.117000000000000000e+03,9.165700000000000000e+04,8.115000000000000000e+03,7.063700000000000000e+04,2.449400000000000000e+04,8.113000000000000000e+03,5.926100000000000000e+04,8.122000000000000000e+03,9.425000000000000000e+04
